id,message,label
28,The communication system is functioning normally.,0
884,Three candles burn before the second bell.,1
938,Take every third word and ignore the remaining text.,1
929,Seven steps followed by three silent signals.,1
980,The red vehicle stops when the clock reaches midnight.,1
957,Five lights followed by two short signals.,1
66,The logistics report has been submitted.,0
854,The old tower watches the road after dark.,1
971,The red vehicle stops when the clock reaches midnight.,1
991,The bridge is quiet when the birds return.,1
616,The second message contains the real instruction.,1
922,The second message contains the real instruction.,1
580,The hidden instruction starts after the fourth sentence.,1
494,Training starts at eight in the morning.,0
640,Three candles burn before the second bell.,1
895,The bridge is quiet when the birds return.,1
499,The patrol team returned safely to the base.,0
161,The briefing will begin after lunch.,0
200,The communication system is functioning normally.,0
366,The maintenance team inspected the vehicles.,0
600,Seven steps followed by three silent signals.,1
695,Seven steps followed by three silent signals.,1
187,The communication system is functioning normally.,0
397,The equipment inspection is scheduled for Friday.,0
776,Remember the third word from every sentence.,1
381,The training exercise was completed successfully.,0
73,The team will meet at the training center tomorrow.,0
17,Training starts at eight in the morning.,0
26,Training starts at eight in the morning.,0
943,The blue bird will visit the old bridge at 0317.,1
269,The briefing will begin after lunch.,0
182,The training exercise was completed successfully.,0
68,The logistics report has been submitted.,0
868,The northern star appears after the seventh signal.,1
322,The medical supplies have arrived.,0
352,The training exercise was completed successfully.,0
932,The bridge is quiet when the birds return.,1
174,The weather conditions are clear today.,0
1,The team will meet at the training center tomorrow.,0
288,The team will meet at the training center tomorrow.,0
529,The old tower watches the road after dark.,1
205,The equipment inspection is scheduled for Friday.,0
558,The second message contains the real instruction.,1
451,The weather conditions are clear today.,0
715,The silent river knows when the lights disappear.,1
570,The hidden instruction starts after the fourth sentence.,1
70,The medical supplies have arrived.,0
189,The weather conditions are clear today.,0
160,The medical supplies have arrived.,0
334,The maintenance team inspected the vehicles.,0
110,The training exercise was completed successfully.,0
198,The training exercise was completed successfully.,0
184,All personnel should report to the command center.,0
142,The supply vehicle will arrive at the base at noon.,0
180,The weather conditions are clear today.,0
848,Use the first letter of every unusual sentence.,1
603,The red vehicle stops when the clock reaches midnight.,1
291,The communication system is functioning normally.,0
754,Remember blue three seven before sunrise.,1
305,The transportation schedule has been updated.,0
224,The equipment inspection is scheduled for Friday.,0
231,Training starts at eight in the morning.,0
921,The silent river knows when the lights disappear.,1
25,The patrol team returned safely to the base.,0
852,Remember the third word from every sentence.,1
534,The second message contains the real instruction.,1
906,The second message contains the real instruction.,1
454,The supply vehicle will arrive at the base at noon.,0
647,The blue bird will visit the old bridge at 0317.,1
697,Use the first letter of every unusual sentence.,1
591,Three candles burn before the second bell.,1
285,The equipment inspection is scheduled for Friday.,0
582,Take every third word and ignore the remaining text.,1
33,Training starts at eight in the morning.,0
514,The red vehicle stops when the clock reaches midnight.,1
148,The logistics report has been submitted.,0
480,The team completed the scheduled exercise.,0
417,The medical supplies have arrived.,0
628,Three candles burn before the second bell.,1
300,The logistics report has been submitted.,0
154,The supply vehicle will arrive at the base at noon.,0
487,The equipment inspection is scheduled for Friday.,0
910,The red vehicle stops when the clock reaches midnight.,1
693,Five lights followed by two short signals.,1
796,Three candles burn before the second bell.,1
708,Three candles burn before the second bell.,1
104,Training starts at eight in the morning.,0
839,Seven steps followed by three silent signals.,1
833,Remember the third word from every sentence.,1
29,The patrol team returned safely to the base.,0
402,The transportation schedule has been updated.,0
667,The silent river knows when the lights disappear.,1
354,The weather conditions are clear today.,0
438,The training exercise was completed successfully.,0
331,The patrol team returned safely to the base.,0
1000,Five lights followed by two short signals.,1
347,The team will meet at the training center tomorrow.,0
313,The communication system is functioning normally.,0
212,The communication system is functioning normally.,0
818,Remember blue three seven before sunrise.,1
840,The bridge is quiet when the birds return.,1
753,Five lights followed by two short signals.,1
175,The communication system is functioning normally.,0
605,The red vehicle stops when the clock reaches midnight.,1
119,The transportation schedule has been updated.,0
112,The team completed the scheduled exercise.,0
746,Three candles burn before the second bell.,1
393,The maintenance team inspected the vehicles.,0
648,Remember the third word from every sentence.,1
825,The northern star appears after the seventh signal.,1
681,The red vehicle stops when the clock reaches midnight.,1
666,Take every third word and ignore the remaining text.,1
340,The transportation schedule has been updated.,0
831,Use the first letter of every unusual sentence.,1
572,Seven steps followed by three silent signals.,1
736,The northern star appears after the seventh signal.,1
468,The medical supplies have arrived.,0
759,The hidden instruction starts after the fourth sentence.,1
204,The patrol team returned safely to the base.,0
954,The hidden instruction starts after the fourth sentence.,1
766,Remember the third word from every sentence.,1
901,Use the first letter of every unusual sentence.,1
615,Use the first letter of every unusual sentence.,1
784,Seven steps followed by three silent signals.,1
315,The maintenance team inspected the vehicles.,0
787,The northern star appears after the seventh signal.,1
671,The silent river knows when the lights disappear.,1
856,The second message contains the real instruction.,1
519,The bridge is quiet when the birds return.,1
61,The patrol team returned safely to the base.,0
473,The supply vehicle will arrive at the base at noon.,0
902,Five lights followed by two short signals.,1
608,The bridge is quiet when the birds return.,1
75,The team completed the scheduled exercise.,0
820,The red vehicle stops when the clock reaches midnight.,1
127,The communication system is functioning normally.,0
311,The medical supplies have arrived.,0
924,Remember blue three seven before sunrise.,1
108,The medical supplies have arrived.,0
42,The weather conditions are clear today.,0
668,Remember the third word from every sentence.,1
937,The bridge is quiet when the birds return.,1
745,Remember blue three seven before sunrise.,1
802,The hidden instruction starts after the fourth sentence.,1
888,Three candles burn before the second bell.,1
349,The patrol team returned safely to the base.,0
217,All personnel should report to the command center.,0
14,The medical supplies have arrived.,0
979,The northern star appears after the seventh signal.,1
757,Remember blue three seven before sunrise.,1
863,The silent river knows when the lights disappear.,1
720,The second message contains the real instruction.,1
690,The blue bird will visit the old bridge at 0317.,1
801,Three candles burn before the second bell.,1
723,Remember the third word from every sentence.,1
507,The red vehicle stops when the clock reaches midnight.,1
526,Seven steps followed by three silent signals.,1
934,Five lights followed by two short signals.,1
125,The communication system is functioning normally.,0
810,Seven steps followed by three silent signals.,1
338,The transportation schedule has been updated.,0
735,Five lights followed by two short signals.,1
56,The maintenance team inspected the vehicles.,0
806,The bridge is quiet when the birds return.,1
229,The communication system is functioning normally.,0
325,All personnel should report to the command center.,0
307,All personnel should report to the command center.,0
445,The weather conditions are clear today.,0
577,The silent river knows when the lights disappear.,1
439,All personnel should report to the command center.,0
674,Remember the third word from every sentence.,1
951,The northern star appears after the seventh signal.,1
497,The weather conditions are clear today.,0
201,The communication system is functioning normally.,0
103,The supply vehicle will arrive at the base at noon.,0
987,Three candles burn before the second bell.,1
272,The team will meet at the training center tomorrow.,0
799,The second message contains the real instruction.,1
548,The red vehicle stops when the clock reaches midnight.,1
482,The team will meet at the training center tomorrow.,0
942,The old tower watches the road after dark.,1
435,Training starts at eight in the morning.,0
543,The northern star appears after the seventh signal.,1
458,The transportation schedule has been updated.,0
489,The equipment inspection is scheduled for Friday.,0
335,The supply vehicle will arrive at the base at noon.,0
355,The team will meet at the training center tomorrow.,0
594,Five lights followed by two short signals.,1
111,The briefing will begin after lunch.,0
669,Five lights followed by two short signals.,1
732,The red vehicle stops when the clock reaches midnight.,1
18,The maintenance team inspected the vehicles.,0
536,The silent river knows when the lights disappear.,1
83,The logistics report has been submitted.,0
214,Training starts at eight in the morning.,0
6,All personnel should report to the command center.,0
126,The equipment inspection is scheduled for Friday.,0
246,The team completed the scheduled exercise.,0
550,Seven steps followed by three silent signals.,1
664,The northern star appears after the seventh signal.,1
421,The weather conditions are clear today.,0
456,The medical supplies have arrived.,0
862,The blue bird will visit the old bridge at 0317.,1
740,Three candles burn before the second bell.,1
134,The team will meet at the training center tomorrow.,0
717,Five lights followed by two short signals.,1
859,The bridge is quiet when the birds return.,1
963,The red vehicle stops when the clock reaches midnight.,1
560,Three candles burn before the second bell.,1
22,The maintenance team inspected the vehicles.,0
874,The red vehicle stops when the clock reaches midnight.,1
516,Five lights followed by two short signals.,1
718,Remember the third word from every sentence.,1
532,The silent river knows when the lights disappear.,1
116,The training exercise was completed successfully.,0
587,The red vehicle stops when the clock reaches midnight.,1
131,The patrol team returned safely to the base.,0
702,Take every third word and ignore the remaining text.,1
273,The communication system is functioning normally.,0
734,Remember the third word from every sentence.,1
446,The team will meet at the training center tomorrow.,0
63,The team completed the scheduled exercise.,0
266,The logistics report has been submitted.,0
927,Take every third word and ignore the remaining text.,1
913,Use the first letter of every unusual sentence.,1
486,The supply vehicle will arrive at the base at noon.,0
737,Remember blue three seven before sunrise.,1
270,Training starts at eight in the morning.,0
250,The patrol team returned safely to the base.,0
428,The briefing will begin after lunch.,0
945,The bridge is quiet when the birds return.,1
967,Remember the third word from every sentence.,1
336,The transportation schedule has been updated.,0
356,The patrol team returned safely to the base.,0
46,The logistics report has been submitted.,0
867,Remember the third word from every sentence.,1
836,Remember the third word from every sentence.,1
804,Remember blue three seven before sunrise.,1
406,All personnel should report to the command center.,0
275,The team completed the scheduled exercise.,0
106,The team completed the scheduled exercise.,0
138,The team will meet at the training center tomorrow.,0
419,The team completed the scheduled exercise.,0
472,The medical supplies have arrived.,0
823,The red vehicle stops when the clock reaches midnight.,1
505,Remember blue three seven before sunrise.,1
835,Remember the third word from every sentence.,1
656,The northern star appears after the seventh signal.,1
